Departure Time,Arrival Time,Departure Airport,Departure_Cod,Arrival Airport,Arrival_Cod,Stop Airports,Duration,Airlines,Price,Info Date Save,Flight Date
19:00,20:25,Bilbao,BIO,Sevilla,SVQ,directo,1h 25m,Vueling,159 €,2024-03-28 23:02:34,2024-05-31
19:55,23:55,Bilbao,BIO,Sevilla,SVQ,BCN,4h 00m,Vueling,144 €,2024-03-28 23:02:34,2024-05-31
13:10,14:35,Bilbao,BIO,Sevilla,SVQ,directo,1h 25m,Vueling,219 €,2024-03-28 23:02:34,2024-05-31
9:15,15:45,Bilbao,BIO,Sevilla,SVQ,FCO,6h 30m,"Volotea, Wizz Air Malta",119 €,2024-03-28 23:02:34,2024-05-31
9:15,12:45,Bilbao,BIO,Sevilla,SVQ,MAD,3h 30m,Iberia,189 €,2024-03-28 23:02:34,2024-05-31
19:00,20:25,Bilbao,BIO,Sevilla,SVQ,directo,1h 25m,Iberia,319 €,2024-03-28 23:02:34,2024-05-31
17:35,23:55,Bilbao,BIO,Sevilla,SVQ,BCN,6h 20m,Vueling,144 €,2024-03-28 23:02:34,2024-05-31
19:35,0:30,Bilbao,BIO,Sevilla,SVQ,IBZ,4h 55m,Vueling,155 €,2024-03-28 23:02:34,2024-05-31
13:40,17:05,Bilbao,BIO,Sevilla,SVQ,MAD,3h 25m,Iberia,217 €,2024-03-28 23:02:34,2024-05-31
18:40,21:40,Bilbao,BIO,Sevilla,SVQ,VLC,3h 00m,Iberia,265 €,2024-03-28 23:02:34,2024-05-31
13:10,14:35,Bilbao,BIO,Sevilla,SVQ,directo,1h 25m,Iberia,515 €,2024-03-28 23:02:34,2024-05-31
17:40,21:10,Bilbao,BIO,Sevilla,SVQ,MAD,3h 30m,Iberia,264 €,2024-03-28 23:02:34,2024-05-31
16:50,21:10,Bilbao,BIO,Sevilla,SVQ,MAD,4h 20m,"Air Europa, Iberia Express",204 €,2024-03-28 23:02:34,2024-05-31
13:40,17:05,Bilbao,BIO,Sevilla,SVQ,MAD,3h 25m,"Iberia, Iberia Express",243 €,2024-03-28 23:02:34,2024-05-31
12:45,17:05,Bilbao,BIO,Sevilla,SVQ,MAD,4h 20m,"Air Europa, Iberia Express",207 €,2024-03-28 23:02:34,2024-05-31
13:25,17:35,Bilbao,BIO,Sevilla,SVQ,BCN,4h 10m,Vueling,246 €,2024-03-28 23:02:34,2024-05-31
16:50,21:10,Bilbao,BIO,Sevilla,SVQ,MAD,4h 20m,"Air Europa, Iberia",209 €,2024-03-28 23:02:34,2024-05-31
17:40,21:10,Bilbao,BIO,Sevilla,SVQ,MAD,3h 30m,"Iberia, Iberia Express",243 €,2024-03-28 23:02:34,2024-05-31
12:45,17:05,Bilbao,BIO,Sevilla,SVQ,MAD,4h 20m,"Air Europa, Iberia",214 €,2024-03-28 23:02:34,2024-05-31
17:35,22:15,Bilbao,BIO,Sevilla,SVQ,BCN,4h 40m,Vueling,240 €,2024-03-28 23:02:34,2024-05-31
13:40,17:05,Bilbao,BIO,Sevilla,SVQ,MAD,3h 25m,Vueling,327 €,2024-03-28 23:02:34,2024-05-31
17:40,21:10,Bilbao,BIO,Sevilla,SVQ,MAD,3h 30m,Vueling,325 €,2024-03-28 23:02:34,2024-05-31
6:45,12:45,Bilbao,BIO,Sevilla,SVQ,MAD,6h 00m,Iberia,217 €,2024-03-28 23:02:34,2024-05-31
7:10,11:20,Bilbao,BIO,Sevilla,SVQ,BCN,4h 10m,Vueling,315 €,2024-03-28 23:02:34,2024-05-31
19:55,23:55,Bilbao,BIO,Sevilla,SVQ,BCN,4h 00m,Iberia,356 €,2024-03-28 23:02:34,2024-05-31
13:55,20:10,Bilbao,BIO,Sevilla,SVQ,LGW,6h 15m,"Vueling, easyJet",219 €,2024-03-28 23:02:34,2024-05-31
15:45,21:40,Bilbao,BIO,Sevilla,SVQ,VLC,5h 55m,"Volotea, Iberia",229 €,2024-03-28 23:02:34,2024-05-31
13:25,17:35,Bilbao,BIO,Sevilla,SVQ,BCN,4h 10m,Iberia,505 €,2024-03-28 23:02:34,2024-05-31
17:35,23:55,Bilbao,BIO,Sevilla,SVQ,BCN,6h 20m,Iberia,340 €,2024-03-28 23:02:34,2024-05-31
17:35,22:15,Bilbao,BIO,Sevilla,SVQ,BCN,4h 40m,Iberia,487 €,2024-03-28 23:02:34,2024-05-31
10:30,16:30,Bilbao,BIO,Sevilla,SVQ,CDG,6h 00m,Air France,414 €,2024-03-28 23:02:34,2024-05-31
10:30,17:05,Bilbao,BIO,Sevilla,SVQ,"VGO, MAD",6h 35m,Iberia,437 €,2024-03-28 23:02:34,2024-05-31
9:15,16:00,Bilbao,BIO,Sevilla,SVQ,"MAD, MLN",6h 45m,Iberia,487 €,2024-03-28 23:02:34,2024-05-31
7:10,11:20,Bilbao,BIO,Sevilla,SVQ,BCN,4h 10m,Iberia,709 €,2024-03-28 23:02:34,2024-05-31
9:15,16:00,Bilbao,BIO,Sevilla,SVQ,"MAD, MLN",6h 45m,Iberia,523 €,2024-03-28 23:02:34,2024-05-31
