Departure Time,Arrival Time,Departure Airport,Departure_Cod,Arrival Airport,Arrival_Cod,Stop Airports,Duration,Airlines,Price,Info Date Save,Flight Date
7:35,14:10,Bilbao,BIO,Los Ángeles,LAX,LGW,15h 35m,"Iberia, Norse Atlantic UK",548 €,2024-03-22 22:17:27,2024-04-11
10:30,16:05,Bilbao,BIO,Los Ángeles,LAX,CDG,14h 35m,Air France,629 €,2024-03-22 22:17:27,2024-04-11
10:30,16:05,Bilbao,BIO,Los Ángeles,LAX,CDG,14h 35m,KLM,679 €,2024-03-22 22:17:27,2024-04-11
6:50,11:50,Bilbao,BIO,Los Ángeles,LAX,AMS,14h 00m,KLM,783 €,2024-03-22 22:17:27,2024-04-11
6:45,13:00,Bilbao,BIO,Los Ángeles,LAX,FRA,15h 15m,"Lufthansa, Air India",832 €,2024-03-22 22:17:27,2024-04-11
7:10,13:05,Bilbao,BIO,Los Ángeles,LAX,CDG,14h 55m,Air France,862 €,2024-03-22 22:17:27,2024-04-11
7:10,13:05,Bilbao,BIO,Los Ángeles,LAX,CDG,14h 55m,KLM,973 €,2024-03-22 22:17:27,2024-04-11
15:10,21:45,Bilbao,BIO,Los Ángeles,LAX,CDG,15h 35m,"Vueling, Air France",813 €,2024-03-22 22:17:27,2024-04-11
6:45,20:38,Bilbao,BIO,Los Ángeles,LAX,"FRA, SEA",22h 53m,Varias aerolíneas,580 €,2024-03-22 22:17:27,2024-04-11
7:10,16:05,Bilbao,BIO,Los Ángeles,LAX,"CDG, SFO",17h 55m,"Air France, Frontier",643 €,2024-03-22 22:17:27,2024-04-11
6:50,11:50,Bilbao,BIO,Los Ángeles,LAX,AMS,14h 00m,Delta,1199 €,2024-03-22 22:17:27,2024-04-11
10:30,16:05,Bilbao,BIO,Los Ángeles,LAX,CDG,14h 35m,Delta,1172 €,2024-03-22 22:17:27,2024-04-11
9:15,20:47,Bilbao,BIO,Los Ángeles,LAX,"MAD, SFO",20h 32m,"Iberia, Alaska Airlines",606 €,2024-03-22 22:17:27,2024-04-11
10:30,16:05,Bilbao,BIO,Los Ángeles,LAX,CDG,14h 35m,Air France,1210 €,2024-03-22 22:17:27,2024-04-11
7:15,16:05,Bilbao,BIO,Los Ángeles,LAX,CDG,17h 50m,"Vueling, Air France",804 €,2024-03-22 22:17:27,2024-04-11
10:30,18:20,Bilbao,BIO,Los Ángeles,LAX,CDG,16h 50m,Air France,1152 €,2024-03-22 22:17:27,2024-04-11
10:30,18:20,Bilbao,BIO,Los Ángeles,LAX,CDG,16h 50m,KLM,1152 €,2024-03-22 22:17:27,2024-04-11
