Departure Time,Arrival Time,Departure Airport,Departure_Cod,Arrival Airport,Arrival_Cod,Stop Airports,Duration,Airlines,Price,Info Date Save,Flight Date
19:20,20:30,Bilbao,BIO,Barcelona-El Prat,BCN,directo,1h 10m,Vueling,31 €,2024-04-29 23:55:15,2024-05-18
6:45,7:55,Bilbao,BIO,Barcelona-El Prat,BCN,directo,1h 10m,CitizenPlane,36 €,2024-04-29 23:55:15,2024-05-18
15:30,16:40,Bilbao,BIO,Barcelona-El Prat,BCN,directo,1h 10m,Vueling,40 €,2024-04-29 23:55:15,2024-05-18
8:55,10:05,Bilbao,BIO,Barcelona-El Prat,BCN,directo,1h 10m,Vueling,50 €,2024-04-29 23:55:15,2024-05-18
6:45,7:55,Bilbao,BIO,Barcelona-El Prat,BCN,directo,1h 10m,Iberia,114 €,2024-04-29 23:55:15,2024-05-18
19:20,20:30,Bilbao,BIO,Barcelona-El Prat,BCN,directo,1h 10m,Iberia,121 €,2024-04-29 23:55:15,2024-05-18
15:30,16:40,Bilbao,BIO,Barcelona-El Prat,BCN,directo,1h 10m,Iberia,127 €,2024-04-29 23:55:15,2024-05-18
8:55,10:05,Bilbao,BIO,Barcelona-El Prat,BCN,directo,1h 10m,Iberia,148 €,2024-04-29 23:55:15,2024-05-18
12:45,16:35,Bilbao,BIO,Barcelona-El Prat,BCN,MAD,3h 50m,Air Europa,46 €,2024-04-29 23:55:15,2024-05-18
20:20,0:05,Bilbao,BIO,Barcelona-El Prat,BCN,PMI,3h 45m,"Air Europa, Vueling",51 €,2024-04-29 23:55:15,2024-05-18
20:20,0:45,Bilbao,BIO,Barcelona-El Prat,BCN,PMI,4h 25m,"Air Europa, Ryanair",72 €,2024-04-29 23:55:15,2024-05-18
19:35,0:35,Bilbao,BIO,Barcelona-El Prat,BCN,SVQ,5h 00m,Vueling,72 €,2024-04-29 23:55:15,2024-05-18
19:35,1:05,Bilbao,BIO,Barcelona-El Prat,BCN,SVQ,5h 30m,"Vueling, Ryanair",84 €,2024-04-29 23:55:15,2024-05-18
14:50,19:35,Bilbao,BIO,Barcelona-El Prat,BCN,OPO,4h 45m,Vueling,110 €,2024-04-29 23:55:15,2024-05-18
13:40,18:45,Bilbao,BIO,Barcelona-El Prat,BCN,MAD,5h 05m,"Iberia, Vueling",123 €,2024-04-29 23:55:15,2024-05-18
8:30,12:45,Bilbao,BIO,Barcelona-El Prat,BCN,MAD,4h 15m,"Air Europa, Iberia",161 €,2024-04-29 23:55:15,2024-05-18
9:15,12:45,Bilbao,BIO,Barcelona-El Prat,BCN,MAD,3h 30m,Iberia,239 €,2024-04-29 23:55:15,2024-05-18
12:10,16:15,Bilbao,BIO,Barcelona-El Prat,BCN,IBZ,4h 05m,Vueling,142 €,2024-04-29 23:55:15,2024-05-18
17:40,21:20,Bilbao,BIO,Barcelona-El Prat,BCN,MAD,3h 40m,Iberia,248 €,2024-04-29 23:55:15,2024-05-18
7:05,11:30,Bilbao,BIO,Barcelona-El Prat,BCN,MAH,4h 25m,Vueling,141 €,2024-04-29 23:55:15,2024-05-18
