Departure Time,Arrival Time,Departure Airport,Departure_Cod,Arrival Airport,Arrival_Cod,Stop Airports,Duration,Airlines,Price,Info Date Save,Flight Date
6:45,8:20,Bilbao,BIO,Málaga-Costa del Sol,AGP,directo,1h 35m,CitizenPlane,31 €,2024-05-11 23:35:26,2024-05-25
9:00,10:35,Bilbao,BIO,Málaga-Costa del Sol,AGP,directo,1h 35m,Vueling,40 €,2024-05-11 23:35:26,2024-05-25
18:45,20:15,Bilbao,BIO,Málaga-Costa del Sol,AGP,directo,1h 30m,CitizenPlane,51 €,2024-05-11 23:35:26,2024-05-25
14:55,16:25,Bilbao,BIO,Málaga-Costa del Sol,AGP,directo,1h 30m,CitizenPlane,51 €,2024-05-11 23:35:26,2024-05-25
9:00,10:35,Bilbao,BIO,Málaga-Costa del Sol,AGP,directo,1h 35m,CitizenPlane,60 €,2024-05-11 23:35:26,2024-05-25
16:50,20:20,Bilbao,BIO,Málaga-Costa del Sol,AGP,MAD,3h 30m,Air Europa,81 €,2024-05-11 23:35:26,2024-05-25
13:40,17:05,Bilbao,BIO,Málaga-Costa del Sol,AGP,MAD,3h 25m,Iberia,65 €,2024-05-11 23:35:26,2024-05-25
8:30,11:50,Bilbao,BIO,Málaga-Costa del Sol,AGP,MAD,3h 20m,Air Europa,109 €,2024-05-11 23:35:26,2024-05-25
19:20,23:35,Bilbao,BIO,Málaga-Costa del Sol,AGP,BCN,4h 15m,Vueling,93 €,2024-05-11 23:35:26,2024-05-25
18:45,20:15,Bilbao,BIO,Málaga-Costa del Sol,AGP,directo,1h 30m,Iberia,145 €,2024-05-11 23:35:26,2024-05-25
12:45,16:15,Bilbao,BIO,Málaga-Costa del Sol,AGP,MAD,3h 30m,Air Europa,133 €,2024-05-11 23:35:26,2024-05-25
14:55,16:25,Bilbao,BIO,Málaga-Costa del Sol,AGP,directo,1h 30m,Iberia,145 €,2024-05-11 23:35:26,2024-05-25
8:55,14:15,Bilbao,BIO,Málaga-Costa del Sol,AGP,BCN,5h 20m,Vueling,93 €,2024-05-11 23:35:26,2024-05-25
9:00,10:35,Bilbao,BIO,Málaga-Costa del Sol,AGP,directo,1h 35m,Iberia,166 €,2024-05-11 23:35:26,2024-05-25
8:55,15:50,Bilbao,BIO,Málaga-Costa del Sol,AGP,BCN,6h 55m,Vueling,93 €,2024-05-11 23:35:26,2024-05-25
